project_id,doc_era,pdf_url,doc_type_found,doc_title,found
P127490,PAD,http://documents.worldbank.org/curated/en/732121468013813794/pdf/759710PAD0P127010Box374388B00OUO090.pdf,Project Appraisal Document,Bhutan - Sustainable Financing for Biodiversity Conservation and Natural Resources Management Project,TRUE
P009582,SAR,http://documents.worldbank.org/curated/en/781981468206355022/pdf/multi-page.pdf,Staff Appraisal Report,Bhutan - Third Forestry Development Project,TRUE
P059481,PAD,http://documents.worldbank.org/curated/en/407621468768018135/pdf/multi-page.pdf,Project Appraisal Document,Bhutan - Rural Access Project,TRUE
P155513,PAD,http://documents.worldbank.org/curated/en/885201626765673861/pdf/Bhutan-Food-Security-and-Agriculture-Productivity-Project.pdf,Project Appraisal Document,Bhutan - Food Security and Agriculture Productivity Project,TRUE
P083169,PAD,http://documents.worldbank.org/curated/en/740881468740704598/pdf/28851.pdf,Project Appraisal Document,Bhutan - HIV/AIDS and STI Prevention and Control Project,TRUE
P009574,PAD,http://documents.worldbank.org/curated/en/534941468768593094/pdf/multi-page.pdf,Project Appraisal Document,Bhutan - Second Education Project,TRUE
P090157,PAD,http://documents.worldbank.org/curated/en/789041468205493325/pdf/508880PAD0P090101Official0Use0Only1.pdf,Project Appraisal Document,Bhutan - Second Urban Development Project,TRUE
P009571,SAR,http://documents.worldbank.org/curated/en/216981468200335889/pdf/multi0page.pdf,Staff Appraisal Report,Bhutan - Calcium Carbide Project,TRUE
P009570,SAR,NA,NA,NA,FALSE
P009569,SAR,http://documents.worldbank.org/curated/en/899541468013484217/pdf/multi-page.pdf,Staff Appraisal Report,Bhutan - Forestry Development Project,TRUE
P009573,SAR,http://documents.worldbank.org/curated/en/785521468013484486/pdf/multi-page.pdf,Staff Appraisal Report,Bhutan - Second Forestry Development Project,TRUE
P087039,PAD,http://documents.worldbank.org/curated/en/136261468006911117/pdf/34479.pdf,Project Appraisal Document,Bhutan - Sustainable Land Management Project,TRUE
P073458,PAD,http://documents.worldbank.org/curated/en/569041468013488714/pdf/38945.pdf,Project Appraisal Document,Bhutan - Private Sector Development Project,TRUE
P126193,PAD,http://documents.worldbank.org/curated/en/303551468164352815/pdf/621160PAD0P1260e0only0900BOX361480B.pdf,Project Appraisal Document,Bhutan - Second Phase of the Adaptable Program Loan (APL) on Strengthening Regional Cooperation for Wildlife Protection in Asia Project,TRUE
P121210,PAD,http://documents.worldbank.org/curated/en/253341468170973672/pdf/599620PAD0P1211OFFICIAL0USE0ONLY191.pdf,Project Appraisal Document,"Bangladesh, Nepal - Strengthening Regional Cooperation for Wildlife Protection Project",TRUE
P085345,PAD,NA,NA,NA,FALSE
P075058,PAD,http://documents.worldbank.org/curated/en/147111468752429327/pdf/30276.pdf,Project Appraisal Document,India - Tamil Nadu Health Systems Project,TRUE
P084792,PAD,http://documents.worldbank.org/curated/en/810011468771538345/pdf/295800IN.pdf,Project Appraisal Document,India - Assam Agricultural Competitiveness Project,TRUE
P133803,PAD,http://documents.worldbank.org/curated/en/687551499565843778/pdf/INDIA-GEF-PAD-06212017.pdf,Project Appraisal Document,India - Ecosystem Services Improvement Project,TRUE
P155522,PAD,http://documents.worldbank.org/curated/en/374021482548464349/pdf/PAD-Bihar-Rural-Roads-Project-P155522-12052016.pdf,Project Appraisal Document,India - Bihar Rural Roads Project,TRUE
P009972,PAD,http://documents.worldbank.org/curated/en/124131468756597853/pdf/multi-page.pdf,Project Appraisal Document,India - Third National Highways Project,TRUE
P035160,PAD,http://documents.worldbank.org/curated/en/543321468752699577/pdf/multi-page.pdf,Project Appraisal Document,India - Haryana Power Sector Restructuring Project,TRUE
P145502,PAD,http://documents.worldbank.org/curated/en/684821468041392038/pdf/824840PAD0P145010Box385177B00OUO090.pdf,Project Appraisal Document,India - Technology Center Systems Program Project,TRUE
P010473,PAD,http://documents.worldbank.org/curated/en/251631468752704272/pdf/multi0page.pdf,Staff Appraisal Report,India - Tuberculosis Control Project,TRUE
P035173,PAD,http://documents.worldbank.org/curated/en/478321468782109550/pdf/multi-page.pdf,Project Appraisal Document,India - Second Powergrid System Development Project,TRUE
P009989,SAR,http://documents.worldbank.org/curated/en/516011468035647780/pdf/multi-page.pdf,Staff Appraisal Report,India - Technician Education Project,TRUE
P010463,PAD,http://documents.worldbank.org/curated/en/377321468756615057/pdf/multi0page.pdf,Staff Appraisal Report,India - Industrial Pollution Prevention Project,TRUE
P131235,PAD,http://documents.worldbank.org/curated/en/464741468044373198/pdf/818460PAD0P131010Box382166B00OUO090.pdf,Project Appraisal Document,India - Second Phase of Uttarakhand Decentralized Watershed Development Project,TRUE
P010423,SAR,http://documents.worldbank.org/curated/en/214971468260366718/pdf/multi-page.pdf,Staff Appraisal Report,India - NTPC Power Generation Project,TRUE
P055454,PAD,http://documents.worldbank.org/curated/en/180251468750027365/pdf/multi-page.pdf,Project Appraisal Document,India - Kerala Rural Water Supply and Environmental Sanitation Project,TRUE
P124614,PAD,http://documents.worldbank.org/curated/en/701201468284089367/pdf/660910PAD0P1240Official0Use0Only090.pdf,Project Appraisal Document,India - Rajasthan Agricultural Competitiveness Project,TRUE
P146653,PAD,http://documents.worldbank.org/curated/en/343161468268772952/pdf/817120PAD0Indi0100OUO0900Box379845B.pdf,Project Appraisal Document,India - Uttarakhand Disaster Recovery Project,TRUE
P009869,SAR,http://documents.worldbank.org/curated/en/783631468266143063/pdf/multi-page.pdf,Staff Appraisal Report,India - Nathpa Jhakri Power Project,TRUE
P010448,SAR,http://documents.worldbank.org/curated/en/469371468772794157/pdf/multi0page.pdf,Staff Appraisal Report,India - Forestry Research Education and Extension Project,TRUE
P009946,SAR,http://documents.worldbank.org/curated/en/792541468267633438/pdf/multi-page.pdf,Staff Appraisal Report,India - Second National Highway Project,TRUE
P059242,PAD,http://documents.worldbank.org/curated/en/769551468752699039/pdf/multi-page.pdf,Project Appraisal Document,India - Madhya Pradesh Poverty Initiatives Project,TRUE
P070421,PAD,http://documents.worldbank.org/curated/en/634251468772799692/pdf/multi0page.pdf,Project Appraisal Document,India - Karnataka State Highways Improvement Project : Project Appraisal Document ,TRUE
P071272,PAD,http://documents.worldbank.org/curated/en/606121468774928694/pdf/multi0page.pdf,Project Appraisal Document,India - Andhra Pradesh Rural Poverty Reduction Project,TRUE
P009955,SAR,http://documents.worldbank.org/curated/en/224021468042238108/pdf/multi-page.pdf,Staff Appraisal Report,India - Uttar Pradesh Basic Education Project,TRUE
P067330,PAD,http://documents.worldbank.org/curated/en/740441468772738667/pdf/multi-page.pdf,Project Appraisal Document,India - Immunization Strengthening Project,TRUE
P118826,PAD,http://documents.worldbank.org/curated/en/478871468042253080/pdf/696660PAD0P118010Box382077B00OUO090.pdf,Project Appraisal Document,India - Bihar Integrated Social Protection Strengthening Project,TRUE
P050668,PAD,http://documents.worldbank.org/curated/en/611341468266452381/pdf/240040IB0multi0page.pdf,Project Appraisal Document,India - Mumbai Urban Transport Project,TRUE
P152210,PAD,http://documents.worldbank.org/curated/en/385451468251405191/pdf/904830PAD0P152010Box385385B00OUO090.pdf,Project Appraisal Document,India - Andhra Pradesh Rural Inclusive Growth Project,TRUE
P148531,PAD,http://documents.worldbank.org/curated/en/769201485658840959/pdf/INDIA-UTTARACHAND-PAD-01062017.pdf,Project Appraisal Document,India - Uttarakhand Health Systems Development Project,TRUE
P097985,PAD,http://documents.worldbank.org/curated/en/836041468284094842/pdf/546120PAD0P097101Official0use0only1.pdf,Project Appraisal Document,India - Integrated Coastal Zone Management Project,TRUE
P010529,PAD,http://documents.worldbank.org/curated/en/440601468751514424/pdf/multi0page.pdf,Staff Appraisal Report,India - Orissa Water Resources Consolidation Project (Vol. 1 of 2) : Main report ,TRUE
P073094,PAD,http://documents.worldbank.org/curated/en/227551468772754821/pdf/multi0page.pdf,Project Appraisal Document,India - Andhra Pradesh Community Forest Management Project,TRUE
P045049,PAD,http://documents.worldbank.org/curated/en/200211468775824282/pdf/multi-page.pdf,Project Appraisal Document,India - Andhra Pradesh District Poverty Initiatives Project,TRUE
P010503,PAD,http://documents.worldbank.org/curated/en/699151468750308949/pdf/multi0page.pdf,Staff Appraisal Report,India - Agricultural Human Resources Development Project,TRUE
P086414,PAD,http://documents.worldbank.org/curated/en/488411468268833855/pdf/31884.pdf,Project Appraisal Document,India - Third Power System Development Project,TRUE
P010476,PAD,http://documents.worldbank.org/curated/en/792011468750261612/pdf/multi0page.pdf,Staff Appraisal Report,India - Tamil Nadu Water Resources Consolidation Project (Vol. 2 of 2) : Annexes,TRUE
P077856,PAD,http://documents.worldbank.org/curated/en/701741468772746131/pdf/30085.pdf,Project Appraisal Document,India - Lucknow Muzaffarpur National Highway Project,TRUE
P009977,SAR,http://documents.worldbank.org/curated/en/713401468042534536/pdf/multi0page.pdf,Staff Appraisal Report,India - Second Integrated Child Development Services Project,TRUE
P077977,PAD,http://documents.worldbank.org/curated/en/681851468750033962/pdf/297420IN.pdf,Project Appraisal Document,India - Rural Roads Project,TRUE
P038021,PAD,http://documents.worldbank.org/curated/en/741511468752769970/pdf/multi-page.pdf,Project Appraisal Document,India - Third District Primary Education Project,TRUE
P100735,PAD,http://documents.worldbank.org/curated/en/213841468034444712/pdf/409990PAD0P1001and0IDA1R20081025511.pdf,Project Appraisal Document,India - Orissa Community Tanks Management Project,TRUE
P091031,PAD,http://documents.worldbank.org/curated/en/385481468042543462/pdf/543640PAD0P091101Official0Use0Only1.pdf,Project Appraisal Document,India - Capacity Building for Industrial Pollution Management Project,TRUE
P083780,PAD,http://documents.worldbank.org/curated/en/521631468033574527/pdf/31839a.pdf,Project Appraisal Document,India - Third Tamil Nadu Urban Development Project,TRUE
P010461,PAD,http://documents.worldbank.org/curated/en/830591468750032442/pdf/multi0page.pdf,Staff Appraisal Report,India - Second Madras Water Supply Project,TRUE
P050667,PAD,http://documents.worldbank.org/curated/en/630021468750265112/pdf/multi-page.pdf,Project Appraisal Document,India - Uttar Pradesh Third District Primary Education Project,TRUE
P010369,SAR,http://documents.worldbank.org/curated/en/486251468285314540/pdf/multi-page.pdf,Staff Appraisal Report,India - Maharashtra Rural Water Supply and Environmental Sanitation Project,TRUE
P010484,PAD,http://documents.worldbank.org/curated/en/976881468750032843/pdf/multi0page.pdf,Staff Appraisal Report,India - Uttar Pradesh Rural Water Supply and Environmental Sanitation Project,TRUE
P045050,PAD,http://documents.worldbank.org/curated/en/642801468756299450/pdf/multi-page.pdf,Project Appraisal Document,India - Rajasthan District Primary Education Project,TRUE
P010393,SAR,http://documents.worldbank.org/curated/en/814641468260342414/pdf/multi0page.pdf,Staff Appraisal Report,India - National AIDS Control Project,TRUE
P121731,PAD,http://documents.worldbank.org/curated/en/991941468258860237/pdf/593880PAD0P12100900IDA0R20120020101.pdf,Project Appraisal Document,India - Integrated Child Development Services (ICDS) Systems Strengthening and Nutrition Improvement Program (ISSNIP) Project,TRUE
P010561,PAD,http://documents.worldbank.org/curated/en/100691468772758467/pdf/multi-page.pdf,Project Appraisal Document,India - National Agricultural Technology Project,TRUE
P154283,PAD,http://documents.worldbank.org/curated/en/916221491098471122/pdf/INDIA-PAD-03132017.pdf,Project Appraisal Document,India - Shared Infrastructure for Solar Parks Project,TRUE
P119039,PAD,http://documents.worldbank.org/curated/en/781631468293092708/pdf/768290PAD0P119010Box374388B00OUO090.pdf,Project Appraisal Document,India - Low Income Housing Finance Project,TRUE
P093478,PAD,http://documents.worldbank.org/curated/en/741531468051855319/pdf/411980PAD0P0931ly10IDA1R20081023711.pdf,Project Appraisal Document,India - Orissa Rural Livelihoods Project,TRUE
P078550,PAD,http://documents.worldbank.org/curated/en/753151468750554267/pdf/27697.pdf,Project Appraisal Document,India - Uttaranchal Decentralized Watershed Development Project,TRUE
P150158,PAD,http://documents.worldbank.org/curated/en/535611467999117367/pdf/PAD1426-PAD-P150158-R2015-0101-1-Box391456B-OUO-9.pdf,Project Appraisal Document,India - Third Eastern Dedicated Freight Corridor Project,TRUE
P100954,PAD,http://documents.worldbank.org/curated/en/440031468284093654/pdf/520700PAD0Box31e0only10R20101009411.pdf,Project Appraisal Document,India - Andhra Pradesh Water Sector Improvement Project,TRUE
P050651,PAD,http://documents.worldbank.org/curated/en/361341468774926400/pdf/multi-page.pdf,Project Appraisal Document,India - Maharashtra Health Systems Development Project,TRUE
P110051,PAD,http://documents.worldbank.org/curated/en/334481468051262219/pdf/474070PAD0P110101Official0Use0Only1.pdf,Project Appraisal Document,India - Haryana Power System Improvement Project,TRUE
P148868,PAD,http://documents.worldbank.org/curated/en/372771468049771502/pdf/834520PAD0P148010Box382122B00OUO090.pdf,Project Appraisal Document,India - Odisha Disaster Recovery Project,TRUE
P055459,PAD,http://documents.worldbank.org/curated/en/442471468752418802/pdf/27703.pdf,Project Appraisal Document,India - Elementary Education Project,TRUE
P009979,PAD,http://documents.worldbank.org/curated/en/348841468750292930/pdf/multi0page.pdf,Staff Appraisal Report,India - Coal Sector Rehabilitation Project,TRUE
P102330,PAD,http://documents.worldbank.org/curated/en/460491468267009133/pdf/624690PAD0IDA00Official0Use0Only090.pdf,Project Appraisal Document,India - North East Rural Livelihoods Project,TRUE
P156363,PAD,http://documents.worldbank.org/curated/en/633761468188664540/pdf/PAD1612-PAD-P156363-IDA-R2015-0261-1-Box393219B-OUO-9.pdf,Project Appraisal Document,India - Nai Manzil Education and Skills Training for Minorities Project,TRUE
P145778,PAD,NA,NA,NA,FALSE
P090768,PAD,http://documents.worldbank.org/curated/en/570481468035338407/pdf/37877.pdf,Project Appraisal Document,India - Tamil Nadu Irrigated Agriculture Modernization and Water-Bodies Restoration and Management Project,TRUE
P010457,SAR,http://documents.worldbank.org/curated/en/355861468772783114/pdf/multi0page.pdf,Staff Appraisal Report,"India - Family Welfare (Assam, Rajasthan and Karnataka) Project",TRUE
P073370,PAD,http://documents.worldbank.org/curated/en/215601468750033604/pdf/28560.pdf,Project Appraisal Document,India - Madhya Pradesh Water Sector Restructuring Project,TRUE
P131765,PAD,http://documents.worldbank.org/curated/en/553861468267360704/pdf/PAD4700P131765010Box385177B00OUO090.pdf,Project Appraisal Document,India - Eastern Dedicated Freight Corridor Project (APL 2),TRUE
P073369,PAD,http://documents.worldbank.org/curated/en/298821468771275109/pdf/262470IN.pdf,Project Appraisal Document,"India - Maharashtra Rural Water Supply and Sanitation ""Jalswarajya"" Project",TRUE
P009973,SAR,http://documents.worldbank.org/curated/en/931121468052468593/pdf/multi-page.pdf,Staff Appraisal Report,India - States' Road Project,TRUE
P010387,SAR,http://documents.worldbank.org/curated/en/783261468041992204/pdf/multi0page.pdf,Staff Appraisal Report,India - Child Survival and Safe Motherhood Project,TRUE
P010506,PAD,http://documents.worldbank.org/curated/en/371171468773055647/pdf/multi0page.pdf,Staff Appraisal Report,India - Madhya Pradesh Forestry Project,TRUE
P107648,PAD,http://documents.worldbank.org/curated/en/672351468267289248/pdf/637080PAD0P1070C0disclosed030160120.pdf,Project Appraisal Document,India - National Dairy Support Project,TRUE
P157141,PAD,http://documents.worldbank.org/curated/en/955001554170616135/pdf/India-Second-Rajasthan-State-Highways-Development-Program-Project.pdf,Project Appraisal Document,India - Second Rajasthan State Highways Development Program Project,TRUE
P036062,PAD,http://documents.worldbank.org/curated/en/219981468752700906/pdf/multi0page.pdf,Staff Appraisal Report,India - Ecodevelopment Project,TRUE
P009668,SAR,http://documents.worldbank.org/curated/en/660341468253825909/pdf/multi-page.pdf,Staff Appraisal Report,India - Shipping Project,TRUE
P146936,PAD,http://documents.worldbank.org/curated/en/209701518211942338/pdf/India-PAD1125-PAD-12012017.pdf,Project Appraisal Document,India - Uttar Pradesh Pro-Poor Tourism Development Project,TRUE
P043728,PAD,NA,NA,NA,FALSE
P049301,PAD,NA,NA,NA,FALSE
P093720,PAD,http://documents.worldbank.org/curated/en/781111468260343791/pdf/33434.pdf,Project Appraisal Document,India - Himachal Pradesh Mid-Himalayan Watershed Development Project,TRUE
P045600,PAD,NA,NA,NA,FALSE
P094360,PAD,http://documents.worldbank.org/curated/en/718261468281398379/pdf/435720Revised01over0DA1R20081024011.pdf,Project Appraisal Document,India - National Vector Borne Disease Control and Polio Eradication Support Project,TRUE
P010464,PAD,http://documents.worldbank.org/curated/en/601621468771640834/pdf/multi0page.pdf,Staff Appraisal Report,India - District Primary Education Project,TRUE
P009990,SAR,http://documents.worldbank.org/curated/en/322171468267645094/pdf/multi-page.pdf,Staff Appraisal Report,India - Vocational Training Project,TRUE
P010449,SAR,http://documents.worldbank.org/curated/en/320831468750324921/pdf/multi0page.pdf,Staff Appraisal Report,India - Andhra Pradesh Forestry Project,TRUE
P040610,PAD,http://documents.worldbank.org/curated/en/661181468771673975/pdf/multi0page.pdf,Project Appraisal Document,India - Rajasthan Water Sector Restructuring Project,TRUE
P009995,PAD,http://documents.worldbank.org/curated/en/617341468771641163/pdf/multi-page.pdf,Project Appraisal Document,India - Andhra Pradesh State Highway Project,TRUE
P034162,SAR,NA,NA,NA,FALSE
P072123,PAD,http://documents.worldbank.org/curated/en/343131468771688967/pdf/multi0page.pdf,Project Appraisal Document,India - Technical/Engineering Education Quality Improvement Project,TRUE
P118445,PAD,http://documents.worldbank.org/curated/en/227201468283478539/pdf/589890PAD0IDA00Official0Use0Only090.pdf,Project Appraisal Document,India - Secondary Education Project,TRUE
P050657,PAD,http://documents.worldbank.org/curated/en/378911468772739039/pdf/multi-page.pdf,Project Appraisal Document,India - Uttar Pradesh Health Systems Development Project,TRUE
P090585,PAD,http://documents.worldbank.org/curated/en/938441468267343027/pdf/37561.pdf,Project Appraisal Document,India - Punjab State Road Sector Project,TRUE
P075056,PAD,http://documents.worldbank.org/curated/en/993681468752394107/pdf/25876.pdf,Project Appraisal Document,India - Food and Drugs Capacity Building Project,TRUE
P151544,PAD,http://documents.worldbank.org/curated/en/919141468035381185/pdf/PAD12110PAD0P1010Box385412B00OUO090.pdf,Project Appraisal Document,India - MSME Growth Innovation and Inclusive Finance Project,TRUE
P113028,PAD,http://documents.worldbank.org/curated/en/340391468041415182/pdf/541710PAD0P113101Official0Use0Only1.pdf,Project Appraisal Document,India - Second Phase (A) of the Mumbai Urban Transport Project,TRUE
P083187,PAD,http://documents.worldbank.org/curated/en/470011468267353466/pdf/35464.pdf,Project Appraisal Document,India - Uttaranchal Rural Water Supply and Sanitation Project,TRUE
P154525,PAD,http://documents.worldbank.org/curated/en/627891529638305087/pdf/India-Uttarakhand-Workforce-PAD1572-05312018.pdf,Project Appraisal Document,India - Uttarakhand Workforce Development Project,TRUE
P010416,SAR,http://documents.worldbank.org/curated/en/663591468268196602/pdf/multi-page.pdf,Staff Appraisal Report,India - Powergrid System Development Project,TRUE
P035827,PAD,http://documents.worldbank.org/curated/en/205461468752711385/pdf/multi0page.pdf,Project Appraisal Document,India - Woman and Child Development Project,TRUE
P045051,PAD,NA,NA,NA,FALSE
P115566,PAD,http://documents.worldbank.org/curated/en/502981468243867695/pdf/490220PAD0P1151e0only10R20091021711.pdf,Project Appraisal Document,India - Fifth Power System Development Project,TRUE
P150520,PAD,http://documents.worldbank.org/curated/en/677151468035385783/pdf/PAD11740PAD0P1010Box385443B00OUO090.pdf,Project Appraisal Document,India - Punjab Rural Water and Sanitation Sector Improvement Project,TRUE
P078538,PAD,http://documents.worldbank.org/curated/en/177231468267920611/pdf/36413.pdf,Project Appraisal Document,India - Third National HIV/AIDS Control Project,TRUE
P099979,PAD,http://documents.worldbank.org/curated/en/627431468260101901/pdf/568370PAD0P0990e0only0900BOX361497B.pdf,Project Appraisal Document,India - Capacity Building for Urban Development Project,TRUE
P009963,SAR,http://documents.worldbank.org/curated/en/852621468033592309/pdf/multi0page.pdf,Staff Appraisal Report,India - Family Welfare (Urban Slums) Project,TRUE
P009882,SAR,http://documents.worldbank.org/curated/en/931051468771662332/pdf/multi-page.pdf,Staff Appraisal Report,India - Integrated Watershed Development (Hills) Project,TRUE
P035821,PAD,NA,NA,NA,FALSE
P122096,PAD,NA,NA,NA,FALSE
P074018,PAD,NA,NA,NA,FALSE
P069889,PAD,http://documents.worldbank.org/curated/en/389491468035061281/pdf/39627.pdf,Project Appraisal Document,India - Mizoram State Roads Project : additional financing,TRUE
P078539,PAD,http://documents.worldbank.org/curated/en/200971468267573703/pdf/32214.pdf,Project Appraisal Document,India - Second National Tuberculosis Control Program Project,TRUE
P150308,PAD,http://documents.worldbank.org/curated/en/151391503585044320/pdf/INDIA-ASSAM-PAD-05092017.pdf,Project Appraisal Document,India - Assam Citizen-Centric Service Delivery Project,TRUE
P079675,PAD,http://documents.worldbank.org/curated/en/566041468042047538/pdf/312820PAD0REVI1490IDASecM2009104111.pdf,Project Appraisal Document,India - Karnataka Municipal Reform Project,TRUE
P102547,PAD,http://documents.worldbank.org/curated/en/961531468041437870/pdf/411140PAD0P1021ly10IDA1R20081008611.pdf,Project Appraisal Document,India - Second Elementary Education Project (SSA II),TRUE
P055455,PAD,http://documents.worldbank.org/curated/en/916061468772800010/pdf/multi0page.pdf,Project Appraisal Document,India - Rajasthan Second District Primary Education Project,TRUE
P067543,PAD,http://documents.worldbank.org/curated/en/894271468774894671/pdf/multi0page.pdf,Project Appraisal Document,India - Second National Leprosy Elimination Project,TRUE
P010418,SAR,http://documents.worldbank.org/curated/en/470121468284987840/pdf/multi-page.pdf,Staff Appraisal Report,India - Karnataka Rural Water Supply and Environmental Sanitation Project,TRUE
P010381,SAR,http://documents.worldbank.org/curated/en/990531468035095286/pdf/multi-page.pdf,Staff Appraisal Report,India - Gas Flaring Reduction Project,TRUE
P009932,SAR,http://documents.worldbank.org/curated/en/726891468258861952/pdf/multi0page.pdf,Staff Appraisal Report,India - Second Tamil Nadu Nutrition Project,TRUE
P050638,PAD,http://documents.worldbank.org/curated/en/180381468772766730/pdf/multi-page.pdf,Project Appraisal Document,India - Uttar Pradesh Second Basic Education Project,TRUE
P049537,PAD,http://documents.worldbank.org/curated/en/337261468771642769/pdf/multi-page.pdf,Project Appraisal Document,India - Andhra Pradesh Power Sector Restructuring Project,TRUE
P069376,PAD,NA,NA,NA,FALSE
P122486,PAD,http://documents.worldbank.org/curated/en/631821468042851398/pdf/650350PAD0P12200900IDA0R20120019801.pdf,Project Appraisal Document,India - Second Karnataka Watershed Development Project  : India - Second Karnataka Watershed Development Project,TRUE
P150394,PAD,http://documents.worldbank.org/curated/en/828721468000613060/pdf/PAD1080-PAD-P150394-IDA-R2015-0173-1-Box391456B-OUO-9.pdf,Project Appraisal Document,India - Madhya Pradesh Higher Education Quality Improvement Project,TRUE
P009961,SAR,http://documents.worldbank.org/curated/en/963951468290744491/pdf/multi-page.pdf,Staff Appraisal Report,India - Uttar Pradesh Sodic Lands Reclamation Project,TRUE
P105311,PAD,http://documents.worldbank.org/curated/en/416521468260056122/pdf/605290PAD0P1050e0only0900BOX361539B.pdf,Project Appraisal Document,India - West Bengal Accelerated Development of Minor Irrigation Project,TRUE
P096019,PAD,http://documents.worldbank.org/curated/en/238081468292888056/pdf/39322main.pdf,Project Appraisal Document,India - Himachal Pradesh State Roads Project,TRUE
P102627,PAD,http://documents.worldbank.org/curated/en/329231468284089936/pdf/719250PAD0Buff0se0Only090Box367902B.pdf,Project Appraisal Document,India - Bihar Panchayat Strengthening Project,TRUE
P010391,SAR,NA,NA,NA,FALSE
P010489,PAD,http://documents.worldbank.org/curated/en/796831468752379148/pdf/multi0page.pdf,Staff Appraisal Report,India - Andhra Pradesh First Referral Health System Project,TRUE
P035170,PAD,http://documents.worldbank.org/curated/en/575491468750299822/pdf/multi0page.pdf,Staff Appraisal Report,India - Orissa Power Sector Restructuring Project,TRUE
P154523,PAD,http://documents.worldbank.org/curated/en/655081467046615175/pdf/PAD1651-PADP154523-OUO-9-IDA-R2016-0149-1.pdf,Project Appraisal Document,India - Third Phase of the Technical Education Quality Improvement Project,TRUE
P049477,PAD,http://documents.worldbank.org/curated/en/608731468750029082/pdf/multi0page.pdf,Project Appraisal Document,India - Kerala Forestry Project,TRUE
P130339,PAD,http://documents.worldbank.org/curated/en/947881468050051658/pdf/756390PAD0P130010Box374388B00OUO090.pdf,Project Appraisal Document,India - Second Kerala State Transport Project,TRUE
P101653,PAD,http://documents.worldbank.org/curated/en/263021468035342136/pdf/419680PAD0P1011e0only10R20081003411.pdf,Project Appraisal Document,India - Fourth Power System Development Project,TRUE
P009964,SAR,http://documents.worldbank.org/curated/en/218551468751544040/pdf/multi0page.pdf,Staff Appraisal Report,India - Haryana Water Resources Consolidation Project,TRUE
P035169,PAD,http://documents.worldbank.org/curated/en/824901468752410003/pdf/multi-page.pdf,Project Appraisal Document,India - Uttar Pradesh Forestry Project,TRUE
P157836,PAD,http://documents.worldbank.org/curated/en/367901521165668374/pdf/PAD-Meghalaya-30-Jan-After-RVP-Approval-updated-Feb-07-02072018.pdf,Project Appraisal Document,India - Meghalaya Community-Led Landscapes Management Project,TRUE
P010566,PAD,http://documents.worldbank.org/curated/en/276131468772744316/pdf/multi-page.pdf,Project Appraisal Document,India - Gujarat State Highway Project,TRUE
P010361,SAR,http://documents.worldbank.org/curated/en/169401468284989130/pdf/multi0page.pdf,Staff Appraisal Report,India - Integrated Child Development Services Project,TRUE
P009965,SAR,http://documents.worldbank.org/curated/en/693921468041471797/pdf/multi-page.pdf,Staff Appraisal Report,India - Second Punjab Irrigation and Drainage Project,TRUE
P100304,PAD,http://documents.worldbank.org/curated/en/707841468259747921/pdf/644250PAD0P1000Official0Use0Only090.pdf,Project Appraisal Document,India - Uttar Pradesh Health Systems Strengthening Project,TRUE
P059501,PAD,http://documents.worldbank.org/curated/en/273781468756598149/pdf/multi-page.pdf,Project Appraisal Document,India - Technical Assistance for Economic Reform Project,TRUE
P073651,PAD,http://documents.worldbank.org/curated/en/143491468771011331/pdf/25765.pdf,Project Appraisal Document,India - Integrated Disease Surveillance Project,TRUE
P149182,PAD,http://documents.worldbank.org/curated/en/528181468194972322/pdf/PAD1175-PAD-P149182-IDA-R2016-0001-1-Box394836B-OUO-9.pdf,Project Appraisal Document,India - Citizen Access to Responsive Services Project,TRUE
P044449,PAD,http://documents.worldbank.org/curated/en/652981468750030527/pdf/multi-page.pdf,Staff Appraisal Report,India - Rural Women's Development and Empowerment Project,TRUE
P124639,PAD,http://documents.worldbank.org/curated/en/879581468041646928/pdf/570810PAD0P1241e0only1910BOX353794B.pdf,Project Appraisal Document,India - Pradhan Mantri Gram Sadak Yojana (PMGSY) Second Rural Roads Project,TRUE
P099047,PAD,http://documents.worldbank.org/curated/en/219101468268193752/pdf/39697.pdf,Project Appraisal Document,India - Vocational Training Improvement Project,TRUE
P095114,PAD,http://documents.worldbank.org/curated/en/577371468260067755/pdf/38178main0PAD0.pdf,Project Appraisal Document,India - Rampur Hydropower Project,TRUE
P155038,PAD,http://documents.worldbank.org/curated/en/311731679595472204/pdf/India-Andhra-Pradesh-24X7-Power-for-All-Project.pdf,Project Appraisal Document,India - Andhra Pradesh 24X7 Power for All Project,TRUE
P050655,PAD,http://documents.worldbank.org/curated/en/303201468750256862/pdf/268230IN.pdf,Project Appraisal Document,India - Rajasthan Health systems Development Project,TRUE
P092217,PAD,NA,NA,NA,FALSE
P010531,PAD,http://documents.worldbank.org/curated/en/672681468772474128/pdf/multi0page.pdf,Project Appraisal Document,India - Reproductive and Child Health Care Project,TRUE
P031829,PAD,NA,NA,NA,FALSE
P050658,PAD,http://documents.worldbank.org/curated/en/354771468772739447/pdf/multi-page.pdf,Project Appraisal Document,India - Third Technician Education Project,TRUE
P010424,SAR,http://documents.worldbank.org/curated/en/429531468041678695/pdf/multi0page.pdf,Staff Appraisal Report,India - National Leprosy Elimination Project,TRUE
P078832,PAD,http://documents.worldbank.org/curated/en/841761468258541241/pdf/34014.pdf,Project Appraisal Document,India - Karnataka Panchayats Strengthening Project,TRUE
