project_id,doc_era,pdf_url,doc_type_found,doc_title,found
P083964,PAD,NA,NA,NA,FALSE
P131864,PAD,NA,NA,NA,FALSE
P121883,PAD,NA,NA,NA,FALSE
P174119,PAD,http://documents.worldbank.org/curated/en/573321602262690625/pdf/Afghanistan-COVID-19-Relief-Effort-for-Afghan-Communities-and-Households-REACH-Project.pdf,Project Appraisal Document,Afghanistan - COVID-19 Relief Effort for Afghan Communities and Households (REACH) Project,TRUE
P097030,PAD,NA,NA,NA,FALSE
P086228,PAD,NA,NA,NA,FALSE
P091264,PAD,NA,NA,NA,FALSE
P121755,PAD,NA,NA,NA,FALSE
P125597,PAD,http://documents.worldbank.org/curated/en/885711468187133218/pdf/801770PAD00P12000PUBLIC00KMDP000PAD.pdf,Project Appraisal Document,Afghanistan - Kabul Municipal Development Program Project,TRUE
P077896,PAD,NA,NA,NA,FALSE
P084329,PAD,NA,NA,NA,FALSE
P162022,PAD,http://documents.worldbank.org/curated/en/634711497578490082/pdf/AFGHANISTAN-HEART-PAD-06022017.pdf,Project Appraisal Document,Afghanistan - Herat Electrification Project,TRUE
P110407,PAD,NA,NA,NA,FALSE
P160567,PAD,http://documents.worldbank.org/curated/en/257391477792873512/pdf/PAD-Citizens-Charter-Afghanistan-P160567-Oct-7-Board-version-10072016.pdf,Project Appraisal Document,Afghanistan - Citizens Charter Afghanistan Project,TRUE
P106654,PAD,NA,NA,NA,FALSE
P160619,PAD,http://documents.worldbank.org/curated/en/810621545534062536/pdf/1543432369820-000112554-Project-Appraisal-Document-PAD-002-11302018-636811128465500975.pdf,Project Appraisal Document,Afghanistan - Cities Investment Program Project,TRUE
P149410,PAD,http://documents.worldbank.org/curated/en/735311467994640974/pdf/846600PAD0P1494100Box385184B00ouo090.pdf,Project Appraisal Document,Afghanistan - CASA-1000 Community Support Program Project,TRUE
P083919,PAD,NA,NA,NA,FALSE
P132944,PAD,http://documents.worldbank.org/curated/en/320511541065030739/pdf/PAD1450-PAD-PUBLIC-Nov-22-2015-Afghanistan-Naghlu.pdf,Project Appraisal Document,Afghanistan - Naghlu Hydropower Rehabilitation Project,TRUE
P088719,PAD,NA,NA,NA,FALSE
P131228,PAD,http://documents.worldbank.org/curated/en/920811555686865087/pdf/Afghanistan-DABS-Planning-and-Capacity-Support-Project.pdf,Project Appraisal Document,Afghanistan - DABS Planning and Capacity Support Project,TRUE
P091038,PAD,NA,NA,NA,FALSE
P118053,PAD,NA,NA,NA,FALSE
P102573,PAD,NA,NA,NA,FALSE
P103343,PAD,NA,NA,NA,FALSE
P119047,PAD,NA,NA,NA,FALSE
P100935,PAD,NA,NA,NA,FALSE
P090928,PAD,NA,NA,NA,FALSE
P120398,PAD,NA,NA,NA,FALSE
P083906,PAD,NA,NA,NA,FALSE
P106170,PAD,NA,NA,NA,FALSE
P173775,PAD,http://documents.worldbank.org/curated/en/964531585951138972/pdf/Afghanistan-COVID-19-Emergency-Response-and-Health-Systems-Preparedness-Project.pdf,Project Appraisal Document,Afghanistan - COVID-19 Emergency Response and Health Systems Preparedness Project,TRUE
P168274,PAD,NA,NA,NA,FALSE
P117103,PAD,NA,NA,NA,FALSE
P107372,PAD,NA,NA,NA,FALSE
P113421,PAD,NA,NA,NA,FALSE
P158768,PAD,http://documents.worldbank.org/curated/en/811751531403657634/pdf/Afghanistan-Public-Private-Partnership-PAD-06082018.pdf,Project Appraisal Document,Afghanistan - Public-Private Partnership and Public Investment Advisory Project,TRUE
P166127,PAD,http://documents.worldbank.org/curated/en/714251547070785057/pdf/Afghanistan-Eshteghal-Zaiee-Karmondena-EZ-Kar-Project.pdf,Project Appraisal Document,Afghanistan - Eshteghal Zaiee - Karmondena (EZ-Kar) Project,TRUE
P091036,PAD,NA,NA,NA,FALSE
P118925,PAD,NA,NA,NA,FALSE
P078324,PAD,NA,NA,NA,FALSE
P146015,PAD,NA,NA,NA,FALSE
P077779,PAD,NA,NA,NA,FALSE
P159378,PAD,http://documents.worldbank.org/curated/en/835181538364643803/pdf/Afghanistan-Eqra-project-appraisal-document-pad-P159378-09112018.pdf,Project Appraisal Document,Afghanistan - Eqra Project,TRUE
P128048,PAD,http://documents.worldbank.org/curated/en/198561468184756730/pdf/823810PAD0P128010Box379866B00OUO090.pdf,Project Appraisal Document,Afghanistan - Access to Finance Project,TRUE
P112446,PAD,NA,NA,NA,FALSE
P102288,PAD,NA,NA,NA,FALSE
P111943,PAD,NA,NA,NA,FALSE
P112097,PAD,NA,NA,NA,FALSE
P082472,PAD,NA,NA,NA,FALSE
P129663,PAD,NA,NA,NA,FALSE
P106259,PAD,NA,NA,NA,FALSE
P123845,PAD,NA,NA,NA,FALSE
P164443,PAD,http://documents.worldbank.org/curated/en/235601538364654826/pdf/Afghanistan-Womens-Economic-PAD-09112018.pdf,Project Appraisal Document,Afghanistan - Women's Economic Empowerment Rural Development Project,TRUE
P107101,PAD,NA,NA,NA,FALSE
P178933,PAD,NA,NA,NA,FALSE
P172109,PAD,http://documents.worldbank.org/curated/en/766121575082832250/pdf/Afghanistan-Gas-Project.pdf,Project Appraisal Document,Afghanistan - Gas Project,TRUE
P143841,PAD,NA,NA,NA,FALSE
P083720,PAD,NA,NA,NA,FALSE
P159655,PAD,http://documents.worldbank.org/curated/en/427941513911675673/pdf/Afghanistan-FSP-PAD2479-PAD-11302017.pdf,Project Appraisal Document,Afghanistan - Fiscal Performance Improvement Support Project,TRUE
P161348,PAD,http://documents.worldbank.org/curated/en/644081522461645615/pdf/Afghanistan-Afghan-State-Owned-Banks-PAD-PAD2481-03142018.pdf,Project Appraisal Document,Afghanistan - Modernizing Afghan State-Owned Banks Project,TRUE
P125961,PAD,NA,NA,NA,FALSE
P077533,PAD,NA,NA,NA,FALSE
P077417,PAD,NA,NA,NA,FALSE
P078936,PAD,NA,NA,NA,FALSE
P171886,PAD,http://documents.worldbank.org/curated/en/208811601927123057/pdf/Afghanistan-Strengthening-Afghanistan-s-Financial-Intermediation-Project.pdf,Project Appraisal Document,Afghanistan - Strengthening Afghanistan’s Financial Intermediation Project,TRUE
P147147,PAD,NA,NA,NA,FALSE
P118028,PAD,NA,NA,NA,FALSE
P098118,PAD,NA,NA,NA,FALSE
P091060,PAD,NA,NA,NA,FALSE
P089040,PAD,NA,NA,NA,FALSE
P082610,PAD,NA,NA,NA,FALSE
P156894,PAD,http://documents.worldbank.org/curated/en/760111522698319785/pdf/Afghanista-Digital-CASA-Project-PAD2021-03092018.pdf,Project Appraisal Document,Afghanistan - Digital Central Asia South Asia Project,TRUE
P101502,PAD,NA,NA,NA,FALSE
P104301,PAD,NA,NA,NA,FALSE
P122235,PAD,NA,NA,NA,FALSE
P157035,PAD,http://documents.worldbank.org/curated/en/930211555703935889/pdf/Afghanistan-Technical-Assistance-Facility-TAF.pdf,Project Appraisal Document,Afghanistan - Technical Assistance Facility (TAF),TRUE
P009301,SAR,http://documents.worldbank.org/curated/en/178901468197081192/pdf/multi-page.pdf,Staff Appraisal Report,Afghanistan - Agricultural Credit Project,TRUE
P009317,SAR,http://documents.worldbank.org/curated/en/123201468190192199/pdf/multi-page.pdf,Staff Appraisal Report,Afghanistan - Third Education Project,TRUE
P009316,SAR,http://documents.worldbank.org/curated/en/295231467995361420/pdf/multi-page.pdf,Staff Appraisal Report,Afghanistan - Agricultural and Rural Development Project,TRUE
P009315,SAR,http://documents.worldbank.org/curated/en/896011468196148501/pdf/multi-page.pdf,Staff Appraisal Report,Afghanistan - Fruit and Vegetable Export Project,TRUE
P009318,SAR,http://documents.worldbank.org/curated/en/995311468186240697/pdf/multi-page.pdf,Staff Appraisal Report,Afghanistan - Third Highway Project,TRUE
P092162,PAD,NA,NA,NA,FALSE
P099980,PAD,NA,NA,NA,FALSE
P110644,PAD,NA,NA,NA,FALSE
P168266,PAD,http://documents.worldbank.org/curated/en/903431556503441520/pdf/Afghanistan-Payments-Automation-and-Integration-of-Salaries-in-Afghanistan-PAISA-Project.pdf,Project Appraisal Document,Afghanistan - Payments Automation and Integration of Salaries in Afghanistan (PAISA) Project,TRUE
P145347,PAD,http://documents.worldbank.org/curated/en/627951468189871734/pdf/PAD1473-PAD-P145347-IDA-R2015-0255-1-Box393211B-OUO-9.pdf,Project Appraisal Document,Afghanistan - Trans-Hindukush Road Connectivity Project,TRUE
P132742,PAD,NA,NA,NA,FALSE
P120397,PAD,NA,NA,NA,FALSE
P084736,PAD,NA,NA,NA,FALSE
P160615,PAD,http://documents.worldbank.org/curated/en/619701522461635967/pdf/Afghanistan-PAD-PAD2580-March-16-final-for-submission-3-17-18-03192018.pdf,Project Appraisal Document,Afghanistan - Sehatmandi Project,TRUE
P098256,PAD,NA,NA,NA,FALSE
P083908,PAD,NA,NA,NA,FALSE
P166978,PAD,http://documents.worldbank.org/curated/en/542361547566412383/pdf/afghanistan-taghir-pad-secpo-edit-01112019-636831000229465639.pdf,Project Appraisal Document,Afghanistan - Tackling Afghanistan’s Government HRM and Institutional Reforms (TAGHIR) Project,TRUE
P174348,PAD,NA,NA,NA,FALSE
P164762,PAD,NA,NA,NA,FALSE
P087860,PAD,NA,NA,NA,FALSE
P078284,PAD,http://documents.worldbank.org/curated/en/555341468767717186/pdf/multi0page.pdf,Project Appraisal Document,Afghanistan - Emergency Transport Rehabilitation Project,TRUE
P113199,PAD,NA,NA,NA,FALSE
P146184,PAD,NA,NA,NA,FALSE
P120427,PAD,NA,NA,NA,FALSE
P009311,SAR,http://documents.worldbank.org/curated/en/169241467990980406/pdf/multi-page.pdf,Staff Appraisal Report,Afghanistan - Power Project,TRUE
P120565,PAD,NA,NA,NA,FALSE
P112872,PAD,NA,NA,NA,FALSE
P044876,PAD,http://documents.worldbank.org/curated/en/543221468742526737/pdf/multi0page.pdf,Project Appraisal Document,Bangladesh - Second Female Secondary School Assistance Project,TRUE
P120843,PAD,http://documents.worldbank.org/curated/en/391061467998485211/pdf/537290PAD0IDA1R20111002611.pdf,Project Appraisal Document,Bangladesh - Private Sector Development Support Project,TRUE
P009496,PAD,http://documents.worldbank.org/curated/en/678301468743406121/pdf/multi0page.pdf,Staff Appraisal Report,Bangladesh - Integrated Nutrition Project,TRUE
P128276,PAD,http://documents.worldbank.org/curated/en/748531468209052823/pdf/744820PAD0P1280disclosed060701300SD.pdf,Project Appraisal Document,Bangladesh - First Phase of the Coastal Embankment Improvement Project,TRUE
P009549,PAD,http://documents.worldbank.org/curated/en/749761468743384965/pdf/multi0page.pdf,Staff Appraisal Report,Bangladesh - Coastal Embankment Rehabilitation Project,TRUE
P159429,PAD,http://documents.worldbank.org/curated/en/409841491616912802/pdf/Project-Appraisal-Document-PAD-P159429-BD-IPFF-II-MARCH-18-2017-003-03172017.pdf,Project Appraisal Document,Bangladesh - Second Investment Promotion and Financing Facility Project,TRUE
P149493,PAD,http://documents.worldbank.org/curated/en/565061468205480218/pdf/PAD10230PAD0P1010Box385443B00OUO090.pdf,Project Appraisal Document,Bangladesh - Urban Resilience Project,TRUE
P062916,PAD,http://documents.worldbank.org/curated/en/860531468742546388/pdf/256361BD1Centr1th11IDA1R20031010411.pdf,Project Appraisal Document,Bangladesh - Central Bank Strengthening Project,TRUE
P159683,PAD,http://documents.worldbank.org/curated/en/484991486090876084/pdf/Project-Appraisal-Document-PAD-P159683-2017-01-10-01102017.pdf,Project Appraisal Document,Bangladesh - Third Local Governance Support Project,TRUE
P122201,PAD,http://documents.worldbank.org/curated/en/157261468200634239/pdf/653760REVISED00se0Only090Box370115B.pdf,Project Appraisal Document,"Bangladesh - Leveraging ICT for Governance, Growth, and Employment Project",TRUE
P050751,PAD,http://documents.worldbank.org/curated/en/842531468767994902/pdf/multi-page.pdf,Project Appraisal Document,Bangladesh - National Nutrition Project,TRUE
P063089,PAD,NA,NA,NA,FALSE
P049587,PAD,NA,NA,NA,FALSE
P150220,PAD,http://documents.worldbank.org/curated/en/990771467995624739/pdf/PAD1414-PAD-P150220-IDA-R2016-0105-1-Box394887B-OUO-9.pdf,Project Appraisal Document,Bangladesh - Weather and Climate Services Regional Project,TRUE
P009399,SAR,http://documents.worldbank.org/curated/en/796181468212696607/pdf/multi-page.pdf,Staff Appraisal Report,Bangladesh - Second Dacca Water Supply and Sewerage Project,TRUE
P081969,PAD,http://documents.worldbank.org/curated/en/637421468768601884/pdf/279790BD.pdf,Project Appraisal Document,Bangladesh - Enterprise Growth and Bank Modernization Project,TRUE
P071435,PAD,http://documents.worldbank.org/curated/en/807541468743412861/pdf/258531BD1Rural1prov1IDAR20031011511.pdf,Project Appraisal Document,Bangladesh - Rural Transport Improvement Project,TRUE
P093988,PAD,http://documents.worldbank.org/curated/en/571241468014343118/pdf/449350PAD0P0931LY10IDA1R20081029911.pdf,Project Appraisal Document,Bangladesh - Dhaka Water Supply and Sanitation Project,TRUE
P131263,PAD,http://documents.worldbank.org/curated/en/570341468007797756/pdf/717000PAD0IDA00se0Only090Box370115B.pdf,Project Appraisal Document,Bangladesh - Second Rural Electrification and Renewable Energy development Project,TRUE
P081849,PAD,http://documents.worldbank.org/curated/en/582111468742546049/pdf/255611BD1Telecom10TA1IDAR20031011011.pdf,Project Appraisal Document,Bangladesh - Telecommunications Technical Assistance Project,TRUE
P009388,SAR,http://documents.worldbank.org/curated/en/446511468003910748/pdf/multi-page.pdf,Staff Appraisal Report,Bangladesh - Second Small-scale Industry Project,TRUE
P163250,PAD,http://documents.worldbank.org/curated/en/589341522548029968/pdf/Bangladesh-Sustainable-Enterprise-PAD2543-vF-03122018.pdf,Project Appraisal Document,Bangladesh - Sustainable Enterprise Project,TRUE
P059143,PAD,http://documents.worldbank.org/curated/en/991281468740965699/pdf/multi-page.pdf,Project Appraisal Document,Bangladesh - Second Poverty Alleviation Microfinance Project (Microfinance II),TRUE
P009470,SAR,http://documents.worldbank.org/curated/en/953641468203031275/pdf/multi-page.pdf,Staff Appraisal Report,Bangladesh - Forest Resources Management Project,TRUE
P009413,SAR,http://documents.worldbank.org/curated/en/223081468207267545/pdf/multi-page.pdf,Staff Appraisal Report,Bangladesh - Second Shilpa Bank Project,TRUE
P131394,PAD,http://documents.worldbank.org/curated/en/391411468014347226/pdf/722210PAD0P1310Official0Use0Only090.pdf,Project Appraisal Document,Bangladesh - Second Reaching Out-of-School Children Project,TRUE
P128012,PAD,http://documents.worldbank.org/curated/en/569211468196182901/pdf/PAD1422-PAD-P128012-IDA-R2015-0302-1-Box393264B-OUO-9.pdf,Project Appraisal Document,Bangladesh - Ghorashal Unit Four Repowering Project,TRUE
P103999,PAD,http://documents.worldbank.org/curated/en/564051468014343642/pdf/546970PAD0P103101Official0Use0Only1.pdf,Project Appraisal Document,Bangladesh - Chittagong Water Supply Improvement and Sanitation Project,TRUE
P009482,PAD,http://documents.worldbank.org/curated/en/276541468768585181/pdf/multi-page.pdf,Staff Appraisal Report,Bangladesh - Fourth Dhaka Water Supply Project,TRUE
P074731,PAD,http://documents.worldbank.org/curated/en/417391468767944809/pdf/multi0page.pdf,Project Appraisal Document,Bangladesh - Financial Services for the Poorest Project,TRUE
P069933,PAD,http://documents.worldbank.org/curated/en/262601468740691106/pdf/multi-page.pdf,Project Appraisal Document,Bangladesh - HIV/AIDS Prevention Project,TRUE
P089382,PAD,http://documents.worldbank.org/curated/en/902801468199764216/pdf/34231.pdf,Project Appraisal Document,Bangladesh - Investment Promotion and Financing Facility Project,TRUE
P123828,PAD,http://documents.worldbank.org/curated/en/917751468210893683/pdf/655430PAD00IDA0se0Only090Box370115B.pdf,Project Appraisal Document,Bangladesh - Second Rural Transport Improvement Project,TRUE
P075016,PAD,http://documents.worldbank.org/curated/en/949261468768656384/pdf/multi0page.pdf,Project Appraisal Document,Bangladesh - Public Procurement Reform Project,TRUE
P009559,SAR,NA,NA,NA,FALSE
P123457,PAD,http://documents.worldbank.org/curated/en/483251617656910916/pdf/Bangladesh-Integrated-Agricultural-Development-Project.pdf,Project Appraisal Document,Bangladesh - Integrated Agricultural Development Project,TRUE
P156823,PAD,NA,NA,NA,FALSE
P037857,PAD,http://documents.worldbank.org/curated/en/275371468743409024/pdf/multi0page.pdf,Project Appraisal Document,Bangladesh - Health and Population Program Project,TRUE
P122269,PAD,http://documents.worldbank.org/curated/en/342481468199726464/pdf/666890PAD0P1220Official0Use0Only090.pdf,Project Appraisal Document,Bangladesh - Rural Water Supply and Sanitation Project,TRUE
P009454,SAR,http://documents.worldbank.org/curated/en/311671468007480282/pdf/multi-page.pdf,Staff Appraisal Report,Bangladesh - Private Sector Industrial Credit Project (PSIC),TRUE
P133653,PAD,http://documents.worldbank.org/curated/en/180731468209952966/pdf/826400PAD0P133010Box379877B00OUO090.pdf,Project Appraisal Document,Bangladesh - Municipal Governance and Services Project,TRUE
P040985,PAD,http://documents.worldbank.org/curated/en/649601468743410597/pdf/multi0page.pdf,Staff Appraisal Report,Bangladesh - Poverty Alleviation Microfinance Project,TRUE
P078707,PAD,http://documents.worldbank.org/curated/en/455281468768602205/pdf/288480BD.pdf,Project Appraisal Document,Bangladesh - Power Sector Development Technical Assistance Project,TRUE
P009484,PAD,http://documents.worldbank.org/curated/en/763041468768656080/pdf/multi0page.pdf,Staff Appraisal Report,Bangladesh - Agricultural Research Management Project,TRUE
P149605,PAD,http://documents.worldbank.org/curated/en/517601468205481636/pdf/PAD11270PAD0P1010Box385415B00OUO090.pdf,Project Appraisal Document,Bangladesh - Nuton Jibon Livelihood Improvement Project,TRUE
P121528,PAD,http://documents.worldbank.org/curated/en/790381468006632935/pdf/606070PAD0P1215280IDA1R20111012811.pdf,Project Appraisal Document,Bangladesh - Identification System for Enhancing Access to Services (IDEA) Project,TRUE
P009555,SAR,http://documents.worldbank.org/curated/en/157881468013807046/pdf/multi-page.pdf,Staff Appraisal Report,Bangladesh - Female Secondary School Assistance Project,TRUE
P149553,PAD,http://documents.worldbank.org/curated/en/882301468188375582/pdf/PAD1146-REVISED-PAD-P149556-IDA-R2015-0130-2-Box391454B-SD-6-8-15.pdf,Project Appraisal Document,Bangladesh - Second Phase of the National Agriculture Technology Program Project,TRUE
P037294,PAD,http://documents.worldbank.org/curated/en/146261468768701847/pdf/multi-page.pdf,Project Appraisal Document,Bangladesh - Third Road Rehabilitation and Maintenance Project,TRUE
P071794,PAD,http://documents.worldbank.org/curated/en/226581468741678811/pdf/multi0page.pdf,Project Appraisal Document,Bangladesh - Rural Electrification and Renewable Energy Development Project,TRUE
P098146,PAD,http://documents.worldbank.org/curated/en/555281468013775549/pdf/398310BD0IDA1R20071015911.pdf,Project Appraisal Document,Bangladesh - Second Public Procurement Reform Project,TRUE
P050752,PAD,http://documents.worldbank.org/curated/en/127591468767997175/pdf/multi-page.pdf,Project Appraisal Document,Bangladesh - Post-Literacy and Continuing Education for Human Development Project,TRUE
P009560,PAD,http://documents.worldbank.org/curated/en/708061468743405786/pdf/multi0page.pdf,Staff Appraisal Report,Bangladesh - Nonformal Education Project,TRUE
P040712,PAD,http://documents.worldbank.org/curated/en/492541468206346512/pdf/28924.pdf,Project Appraisal Document,Bangladesh - Water Management Improvement Project,TRUE
P127015,PAD,http://documents.worldbank.org/curated/en/818601468014438252/pdf/746000PAD0P1270estation0PAD0Final1.pdf,Project Appraisal Document,Bangladesh - Climate Resilient Participatory Afforestation and Reforestation Project,TRUE
P160846,PAD,http://documents.worldbank.org/curated/en/509301501466454241/pdf/BANGLADESH-HSSP-PAD-07112017.pdf,Project Appraisal Document,Bangladesh - Health Sector Support Project,TRUE
P150938,PAD,http://documents.worldbank.org/curated/en/509081468000596623/pdf/PAD1155-PAD-P150938-IDA-R2015-0129-1-Box391445B-OUO-9.pdf,Project Appraisal Document,Bangladesh - Financial Sector Support Project,TRUE
P086661,PAD,http://documents.worldbank.org/curated/en/773171468743407429/pdf/28559.pdf,Project Appraisal Document,Bangladesh - Water Supply Program Project,TRUE
P009506,SAR,http://documents.worldbank.org/curated/en/355361468200947327/pdf/multi-page.pdf,Staff Appraisal Report,Bangladesh - Power Distribution Project (16 Towns),TRUE
P009468,PAD,http://documents.worldbank.org/curated/en/239061468742545356/pdf/multi-page.pdf,Project Appraisal Document,Bangladesh - Fourth Fisheries Project,TRUE
P009540,SAR,http://documents.worldbank.org/curated/en/928681468206348021/pdf/multi-page.pdf,Staff Appraisal Report,Bangladesh - Third Inland Water Transport Project,TRUE
P111272,PAD,NA,NA,NA,FALSE
P129920,PAD,http://documents.worldbank.org/curated/en/938841468200648366/pdf/PAD7480PAD0P12010Box382122B00OUO090.pdf,Project Appraisal Document,Bangladesh - Rural Electricity Transmission and Distribution Project,TRUE
P084078,PAD,http://documents.worldbank.org/curated/en/631351468206955112/pdf/406750PAD0P084164B0IDA1R20081001111.pdf,Project Appraisal Document,Bangladesh - National Agricultural Technology Project,TRUE
P111017,PAD,http://documents.worldbank.org/curated/en/158541468202752929/pdf/565120PAD0P1111e0only1910BOX358366B.pdf,Project Appraisal Document,Bangladesh - Padma Multipurpose Bridge Project,TRUE
P009542,SAR,http://documents.worldbank.org/curated/en/252631468003561137/pdf/multi-page.pdf,Staff Appraisal Report,Bangladesh - Third Rural Electrification Project,TRUE
P041887,PAD,http://documents.worldbank.org/curated/en/825851468743382535/pdf/multi-page.pdf,Project Appraisal Document,Bangladesh - Municipal Services Project,TRUE
P009524,PAD,http://documents.worldbank.org/curated/en/345721468768585506/pdf/multi-page.pdf,Project Appraisal Document,Bangladesh - Dhaka Urban Tranport Project,TRUE
P126263,PAD,NA,NA,NA,FALSE
P106332,PAD,http://documents.worldbank.org/curated/en/485601468003560874/pdf/417950PAD0P1061ly100IDAR20081021911.pdf,Project Appraisal Document,Bangladesh - Disability and Children at Risk Project,TRUE
P120125,PAD,NA,NA,NA,FALSE
P009465,SAR,http://documents.worldbank.org/curated/en/136901468767995212/pdf/multi0page.pdf,Staff Appraisal Report,Bangladesh - Second Road Rehabilitation and Maintenance Project,TRUE
P049790,PAD,http://documents.worldbank.org/curated/en/732891468768721225/pdf/multi-page.pdf,Project Appraisal Document,Bangladesh - Export Diversification Project,TRUE
P073886,PAD,http://documents.worldbank.org/curated/en/321661468013800181/pdf/533050PAD0P073101Official0Use0Only1.pdf,Project Appraisal Document,Bangladesh - Second Social Investment Program Empowerment and Livelihood Project,TRUE
P086791,PAD,http://documents.worldbank.org/curated/en/484081468742544727/pdf/29019.pdf,Project Appraisal Document,Bangladesh - Reaching Out-of-School Children Project,TRUE
P174268,PAD,http://documents.worldbank.org/curated/en/719751617293970721/pdf/Bangladesh-COVID-19-School-Sector-Response-Project.pdf,Project Appraisal Document,Bangladesh - COVID 19 School Sector Response Project,TRUE
P009533,PAD,http://documents.worldbank.org/curated/en/231011468741611057/pdf/multi0page.pdf,Staff Appraisal Report,Bangladesh - Gas Infrastructure Development Project,TRUE
P157987,PAD,http://documents.worldbank.org/curated/en/505601521943228630/pdf/Bangladesh-NSDS-PAD-March52018-03052018.pdf,Project Appraisal Document,Bangladesh - National Strategy for Development of Statistics Implementation Support Project,TRUE
P160758,PAD,http://documents.worldbank.org/curated/en/682051501466439748/pdf/PAD-final-sent-to-SECPO-June29-07112017.pdf,Project Appraisal Document,Bangladesh - Digitizing Implementation Monitoring and Public Procurement Project,TRUE
P146520,PAD,http://documents.worldbank.org/curated/en/890121468205457383/pdf/PAD9570PAD0P14010Box385378B00OUO090.pdf,Project Appraisal Document,Bangladesh - Income Support Program for the Poorest Project,TRUE
P098151,PAD,http://documents.worldbank.org/curated/en/625231468014448553/pdf/450550PAD0P098101Official0Use0Only1.pdf,Project Appraisal Document,Bangladesh - Clean Air and Sustainable Environment Project,TRUE
P053578,PAD,http://documents.worldbank.org/curated/en/203291468742526374/pdf/multi0page.pdf,Project Appraisal Document,Bangladesh - Social Investment Progam Project,TRUE
P124514,PAD,http://documents.worldbank.org/curated/en/256411467998814087/pdf/637260PAD0Box301100IDA0R20110029801.pdf,Project Appraisal Document,Bangladesh - Second Local Governance Support Project,TRUE
P117248,PAD,NA,NA,NA,FALSE
P118708,PAD,http://documents.worldbank.org/curated/en/756441468006632056/pdf/599790PAD0P1181e0only1910BOX358351B.pdf,Project Appraisal Document,"Bangladesh - Health, Nutrition, and Population Sector Development Program Project",TRUE
P040713,PAD,http://documents.worldbank.org/curated/en/892661468743384296/pdf/multi0page.pdf,Project Appraisal Document,Bangladesh - Silk Development Project,TRUE
P050745,PAD,http://documents.worldbank.org/curated/en/914981468768636950/pdf/multi-page.pdf,Project Appraisal Document,Bangladesh - Arsenic Mitigation - Water Supply Project,TRUE
P114841,PAD,http://documents.worldbank.org/curated/en/958311468206352559/pdf/646190PAD0P1140Official0Use0Only090.pdf,Project Appraisal Document,Bangladesh - Northern Areas Reduction of Poverty Initiative : Women's Economic Empowerment Project,TRUE
P106216,PAD,http://documents.worldbank.org/curated/en/126981467998483226/pdf/448270PAD0BD0P101Official0Use0Only1.pdf,Project Appraisal Document,Bangladesh - Higher Education Quality Enhancement Project,TRUE
P125447,PAD,http://documents.worldbank.org/curated/en/996211468205172886/pdf/684870PAD0P1250nity0Climate0Change.pdf,Project Appraisal Document,Bangladesh - Community Climate Change Project,TRUE
P074966,PAD,http://documents.worldbank.org/curated/en/334831468742517467/pdf/27630.pdf,Project Appraisal Document,Bangladesh - Second Primary Education Development Project,TRUE
P009396,SAR,NA,NA,NA,FALSE
P009437,SAR,http://documents.worldbank.org/curated/en/467821468007830619/pdf/multi-page.pdf,Staff Appraisal Report,Bangladesh - Second Agricultural Training Project,TRUE
P009462,SAR,http://documents.worldbank.org/curated/en/847931468007251868/pdf/multi-page.pdf,Staff Appraisal Report,Bangladesh - Liquefied Petroleum Gas (LPG) Transport and Distribution Project,TRUE
P009392,SAR,http://documents.worldbank.org/curated/en/509681468013194541/pdf/multi-page.pdf,Staff Appraisal Report,Bangladesh - Drainage and Flood Control Project,TRUE
P009341,SAR,http://documents.worldbank.org/curated/en/948451468286533788/pdf/multi0page.pdf,Staff Appraisal Report,West Pakistan - Education Project,TRUE
P009419,SAR,http://documents.worldbank.org/curated/en/499901468207871094/pdf/multi-page.pdf,Staff Appraisal Report,Bangladesh - Second Drainage and Flood Control Project,TRUE
P009376,SAR,http://documents.worldbank.org/curated/en/985891468014347483/pdf/multi-page.pdf,Staff Appraisal Report,Bangladesh - Agricultural Rural Training Project,TRUE
P009391,SAR,http://documents.worldbank.org/curated/en/177581468200672650/pdf/multi-page.pdf,Staff Appraisal Report,Bangladesh - Oxbow Lakes Fishery Project,TRUE
P009407,SAR,http://documents.worldbank.org/curated/en/453581467997899548/pdf/multi-page.pdf,Staff Appraisal Report,Bangladesh - Fertilizer Industry Rehabilitation Project,TRUE
P009380,SAR,http://documents.worldbank.org/curated/en/870841467996770882/pdf/multi-page.pdf,Staff Appraisal Report,Bangladesh - Muhuri Irrigation Project,TRUE
P009382,SAR,http://documents.worldbank.org/curated/en/343511468203342647/pdf/1553000Banglad0and0Research0Project.pdf,Staff Appraisal Report,Bangladesh - Extension and Research Project,TRUE
P009361,SAR,http://documents.worldbank.org/curated/en/573221468003909823/pdf/multi-page.pdf,Staff Appraisal Report,Bangladesh - Cereal Seeds Project,TRUE
P009374,SAR,http://documents.worldbank.org/curated/en/464251468003336187/pdf/multi-page.pdf,Staff Appraisal Report,Bangladesh - Karnafuli Irrigation Project,TRUE
P009421,SAR,http://documents.worldbank.org/curated/en/224711468013208163/pdf/multi-page.pdf,Staff Appraisal Report,Bangladesh - Textile Industry Rehabilitation Project,TRUE
P009390,SAR,http://documents.worldbank.org/curated/en/276391468003910967/pdf/multi-page.pdf,Staff Appraisal Report,Bangladesh - Second Inland Water Transport Project,TRUE
P009430,SAR,http://documents.worldbank.org/curated/en/748791468014462394/pdf/multi-page.pdf,Staff Appraisal Report,"Bangladesh - Public Administration (Training, Personnel, Management) Project",TRUE
